transaction_id,customer_id,merchant_id,amount,currency,category,card_bin,card_last4,ip_country,billing_country,shipping_country,device_id,hour_of_day,day_of_week,velocity_count,customer_age_days,previous_orders,customer_lifetime_value,previous_disputes,return_rate,created_at,is_fraud,is_chargeback,is_return_fraud
txn_00000010,cust_002010,merchant_014,11897.66,INR,electronics,563883,7651,GB,GB,GB,7851e2a3-94d0-43e3-8e62-0781f8248055,4,6,1,255,12,19020.89,3,0.07,2026-08-30T04:58:25.975994,0,0,0
txn_00000011,cust_002011,merchant_063,2376.78,INR,fashion,468082,9016,IN,IN,IN,35b27b18-707c-46f9-bc4a-089dc44c8ded,8,5,1,493,13,86465.04,0,0.08,2026-08-15T08:57:25.975994,0,0,0
txn_00000012,cust_002012,merchant_008,3385.81,INR,fashion,547388,6930,IN,IN,IN,b6f58c52-7d09-4a28-87d3-638f75ee03e0,6,1,1,594,47,54219.52,2,0.03,2026-08-18T06:37:25.975994,0,0,0
txn_00000013,cust_002013,merchant_073,1152.54,INR,fashion,417455,8320,IN,IN,IN,157a61b9-79af-42d8-89f6-11344aad63e7,11,5,1,253,37,59451.92,0,0.21,2026-08-22T11:35:25.975994,0,0,0
txn_00000014,cust_002014,merchant_002,1266.37,INR,fashion,497782,5147,IN,IN,IN,beefa044-c992-4301-828b-e73b5df58351,5,1,1,470,39,99845.44,0,0.04,2026-09-01T05:11:25.975994,0,0,0
txn_00000015,cust_002015,merchant_002,11323.8,INR,electronics,442018,6054,IN,IN,IN,f49acbe4-65b6-4842-8a53-845ba49f271f,7,6,1,684,35,29937.88,0,0.47,2026-08-16T07:11:25.975994,0,0,0
txn_00000016,cust_002016,merchant_007,9039.78,INR,electronics,445697,4616,IN,IN,IN,982e3bc3-1827-4bd2-8bff-ea0841f01724,6,5,1,95,40,42357.58,2,0.02,2026-07-04T06:32:25.975994,0,0,0
txn_00000017,cust_002017,merchant_048,17552.1,INR,electronics,467912,9038,US,US,US,613b0b7e-dc86-4425-99c6-3be507b434bf,11,6,1,597,35,14809.38,1,0.02,2026-06-21T11:48:25.975994,0,0,0
txn_00000018,cust_002018,merchant_031,952.61,INR,groceries,456898,3441,IN,IN,IN,def0ef92-9799-4481-8c08-3926ad40e1e0,2,3,1,167,11,88141.62,0,0.09,2026-07-23T02:48:25.975994,0,0,0
txn_00000019,cust_001602,merchant_030,740.31,INR,groceries,444970,2608,US,US,US,279cb558-961a-482d-bcc5-a74cdc1934bc,0,4,1,229,1,66003.32,3,0.16,2026-06-12T00:06:25.975994,0,0,0
txn_00000020,cust_001980,merchant_056,3121.42,INR,groceries,599065,8785,IN,IN,IN,0dc3aac9-d7ff-418a-aceb-cb247e0f40e7,14,4,1,354,46,78642.82,3,0.3,2026-07-10T14:29:25.975994,0,0,0
txn_00000021,cust_002021,merchant_056,2679.75,INR,fashion,515817,7144,IN,IN,IN,96ba3564-45b4-42ce-bce8-dded04453a40,6,5,1,72,42,92077.09,2,0.33,2026-08-15T06:38:25.975994,0,0,0
txn_00000022,cust_002022,merchant_079,1551.51,INR,groceries,552753,6592,IN,IN,IN,515bd548-18f1-4e21-a264-3b479efd4e8a,22,2,1,583,19,40607.52,0,0.15,2026-07-01T22:34:25.975994,0,0,0
txn_00000023,cust_002023,merchant_080,735.72,INR,groceries,570946,7238,IN,IN,IN,46541bf2-0500-4209-97a4-aadd02f62af3,8,4,1,344,5,81842.35,1,0.34,2026-08-07T08:02:25.975994,0,0,0
txn_00000024,cust_002024,merchant_084,11425.63,INR,electronics,472277,1193,IN,IN,IN,a701a7f3-58e5-43eb-98a1-a0b7996cb989,15,2,1,705,0,89265.98,0,0.39,2026-08-19T15:37:25.975994,0,0,0
txn_00000025,cust_002025,merchant_041,1585.54,INR,groceries,516582,9132,IN,IN,IN,807b8db6-ebe4-4ec8-9e72-f661d772cb0f,13,1,1,454,39,81500.65,3,0.42,2026-08-04T13:43:25.975994,0,0,0
txn_00000026,cust_002026,merchant_037,843.64,INR,groceries,568991,4246,US,US,US,e490e2aa-a1d0-4e39-b764-3a6ffac21743,1,0,1,241,17,33584.75,0,0.07,2026-07-13T01:23:25.975994,0,0,0
txn_00000027,cust_002027,merchant_090,2413.3,INR,digital_goods,464377,6678,IN,IN,IN,9aa27dcc-3d86-4edc-9d69-f8ebf7c9e9eb,15,6,1,21,48,57569.03,3,0.0,2026-06-14T15:45:25.975994,0,0,0
txn_00000028,cust_002028,merchant_087,1110.87,INR,groceries,580545,8947,US,US,US,6849862c-aff5-4392-9c79-3e5f92e68ba6,16,5,1,415,46,16504.47,3,0.46,2026-08-08T16:09:25.975994,0,0,0
txn_00000029,cust_001093,merchant_049,12964.35,INR,electronics,421003,7022,IN,IN,IN,ef306268-49cb-42c9-ba1d-6f52a6809a53,17,5,1,285,48,95120.41,3,0.13,2026-06-13T17:16:25.975994,0,0,0
txn_00000030,cust_002030,merchant_061,11102.8,INR,electronics,539389,1124,US,US,US,f5fa3f84-a723-4ceb-8f42-a2217d5fea29,16,2,1,686,7,56396.96,1,0.23,2026-06-10T16:04:25.975994,0,0,0
txn_00000031,cust_002031,merchant_026,7574.23,INR,fashion,431465,5096,IN,IN,IN,ddb1a066-4126-4909-b35c-67480c771ca1,3,4,1,78,37,69061.44,1,0.05,2026-07-17T03:35:25.975994,0,0,0
txn_00000032,cust_002032,merchant_063,1489.91,INR,groceries,484177,0672,IN,IN,IN,3eef67be-0635-4cb4-a755-bd3142e37235,11,4,1,109,27,96078.76,3,0.35,2026-07-24T11:24:25.975994,0,0,0
txn_00000033,cust_002033,merchant_058,1178.56,INR,digital_goods,590728,8817,US,US,US,a6a0846a-3f4a-4757-91db-c217eb9e9436,17,4,1,250,48,46470.85,3,0.17,2026-08-21T17:12:25.975994,0,0,0
txn_00000034,cust_002034,merchant_053,4526.21,INR,fashion,543862,5576,IN,IN,IN,f236456f-1a5d-48df-b9bd-988bc0ce3a52,1,0,1,501,35,75816.47,3,0.32,2026-07-13T01:52:25.975994,0,0,0
txn_00000035,cust_002035,merchant_046,814.68,INR,groceries,463005,3986,IN,IN,IN,8a864e92-9c50-4316-9ee2-09f9d45d1f60,2,4,1,720,29,27091.64,2,0.12,2026-08-07T02:25:25.975994,0,0,0
txn_00000036,cust_002036,merchant_030,3330.24,INR,fashion,435105,3545,US,US,US,472a32a8-6081-41a0-9248-597366f931dc,1,5,1,370,11,30226.76,1,0.14,2026-08-22T01:30:25.975994,0,0,0
txn_00000037,cust_001133,merchant_015,5630.6,INR,electronics,523446,0200,IN,IN,IN,f7a5db26-80c9-4a9c-8326-6cc67c84cfd1,19,6,1,67,25,49174.66,0,0.08,2026-08-02T19:03:25.975994,0,0,0
txn_00000038,cust_001943,merchant_055,1544.22,INR,fashion,483147,6818,IN,IN,IN,77c8eccb-5700-4d75-ae74-790c57d5969f,1,0,1,313,36,62102.73,0,0.47,2026-07-06T01:16:25.975994,0,0,0
txn_00000039,cust_002039,merchant_091,16551.57,INR,electronics,441439,2847,IN,IN,IN,9652218d-4c95-44de-9f23-d9507b67867e,23,2,1,290,44,85960.67,0,0.34,2026-07-29T23:36:25.975994,0,0,0
txn_00000040,cust_001613,merchant_073,2169.94,INR,groceries,465723,1880,IN,IN,IN,f3cc2fc1-b5eb-4c24-8db5-89a0a91546d4,12,5,1,296,28,12435.37,2,0.35,2026-07-11T12:56:25.975994,0,0,0
txn_00000041,cust_001024,merchant_098,3268.39,INR,fashion,466626,5280,IN,IN,IN,91bad3d9-9486-4dab-baa4-4219e14949d8,6,1,1,689,17,57624.7,1,0.24,2026-07-07T06:45:25.975994,0,0,0
txn_00000042,cust_002042,merchant_089,1415.72,INR,groceries,593202,8056,AE,AE,AE,14e48cdd-c2f7-4c5b-84f7-9fef3ea6b986,19,2,1,508,18,66258.35,3,0.41,2026-07-29T19:12:25.975994,0,0,0
txn_00000043,cust_002043,merchant_047,2580.7,INR,fashion,525194,6622,GB,GB,GB,db4101a6-ef06-4ff9-bff4-8ce45404b583,6,0,1,638,48,49849.31,3,0.38,2026-06-08T06:47:25.975994,0,0,0
txn_00000044,cust_002044,merchant_029,1432.4,INR,fashion,573532,1989,IN,IN,IN,f1cbef07-73d4-4f09-96f2-1a96f9abccbe,7,2,1,117,29,94706.07,1,0.25,2026-07-08T07:02:25.975994,0,0,0
txn_00000045,cust_002045,merchant_099,2093.19,INR,fashion,571894,3993,IN,IN,IN,99efac23-f916-487d-b05d-22b553aa01f3,4,3,1,425,21,93424.84,2,0.41,2026-07-02T04:24:25.975994,0,0,0
txn_00000046,cust_002046,merchant_090,11914.2,INR,electronics,529476,7316,IN,IN,IN,5638a7e3-2dc8-444c-9fea-e8f71e198a85,2,0,1,245,36,38297.08,3,0.02,2026-08-17T02:16:25.975994,0,0,0
txn_00000047,cust_002047,merchant_068,3392.98,INR,digital_goods,596991,2492,IN,IN,IN,a1c6107f-1f7e-494c-ad2a-3fc8a994fbe4,3,1,1,468,0,72244.38,3,0.44,2026-08-11T03:13:25.975994,0,0,0
txn_00000048,cust_000153,merchant_063,3562.35,INR,fashion,591691,6512,IN,IN,IN,c88f97e2-10aa-4292-a209-11fbab8ab447,2,2,1,555,2,61745.95,1,0.32,2026-09-02T02:16:25.975994,0,0,0
txn_00000049,cust_000465,merchant_019,828.31,INR,digital_goods,493066,1646,IN,IN,IN,cd043a75-6b30-400a-815c-22206c3fa96c,10,2,1,251,33,41205.17,1,0.08,2026-06-10T10:12:25.975994,0,0,0
txn_00000050,cust_002050,merchant_037,1763.86,INR,groceries,475230,9554,IN,IN,IN,d47a92c3-4800-408e-9ea1-242717369faf,23,3,1,694,34,15797.56,3,0.47,2026-07-09T23:08:25.975994,0,0,0
txn_00000051,cust_000612,merchant_090,1649.72,INR,digital_goods,569878,4949,IN,IN,IN,bb1fccc2-056a-4f4f-8406-696e2160275a,12,4,1,303,1,97794.45,3,0.14,2026-08-07T12:07:25.975994,0,0,0
txn_00000052,cust_002052,merchant_087,1425.73,INR,digital_goods,489482,8138,US,US,US,cff6d234-414b-47b0-94c1-8ade9d4144f6,4,1,1,676,43,83833.71,0,0.45,2026-07-07T04:43:25.975994,0,0,0
txn_00000053,cust_002053,merchant_068,4073.29,INR,fashion,527224,1476,SG,SG,SG,06ce0e8f-1270-4251-83fa-71bf000b8084,14,3,1,514,17,83047.26,2,0.46,2026-07-30T14:04:25.975994,0,0,0
txn_00000054,cust_001981,merchant_072,2511.71,INR,groceries,525095,7673,AE,AE,AE,f147c708-e651-47b3-9e3c-5609ad745043,6,0,1,375,5,79068.2,0,0.13,2026-07-06T06:38:25.975994,0,0,0
txn_00000055,cust_002055,merchant_042,4779.1,INR,fashion,586619,6242,US,US,US,2d51f8f6-4694-4690-87db-9ef2bd327155,6,6,1,625,14,64765.24,3,0.45,2026-06-21T06:06:25.975994,0,0,0
txn_00000056,cust_002056,merchant_070,1971.91,INR,fashion,449893,8071,IN,IN,IN,ea8352f1-e60d-42ca-a6d6-52765f5dbc64,13,4,1,430,37,74226.9,1,0.44,2026-08-14T13:16:25.975994,0,0,0
txn_00000057,cust_002057,merchant_083,1285.13,INR,groceries,514288,6070,IN,IN,IN,db12a451-ccf4-409b-b3b1-26ee8f948824,19,1,1,368,3,39813.96,1,0.48,2026-07-07T19:58:25.975994,0,0,0
txn_00000058,cust_001687,merchant_030,3540.42,INR,fashion,416629,5464,IN,IN,IN,50209072-bca5-4c9e-ba7a-5f0af5a542a9,14,1,1,337,49,14755.42,0,0.14,2026-08-18T14:56:25.975994,0,0,0
txn_00000059,cust_000266,merchant_054,4886.05,INR,fashion,496646,0422,IN,IN,IN,3acbee1e-1b85-41e7-bd7e-525e4ed0a775,3,2,1,539,7,74566.53,3,0.22,2026-07-08T03:12:25.975994,0,0,0
txn_00000060,cust_002060,merchant_062,39347.64,INR,luxury,490623,0710,US,US,US,f583f0df-fa2a-48a3-a0ad-e0ca3c9e128e,1,0,1,412,27,68609.75,3,0.36,2026-08-31T01:11:25.975994,0,0,0
txn_00000061,cust_002061,merchant_065,1367.02,INR,groceries,418609,2067,IN,IN,IN,fcd16c52-db26-4255-88c5-92b2ab216845,7,0,1,620,27,9917.85,0,0.43,2026-08-17T07:12:25.975994,0,0,0
txn_00000062,cust_002062,merchant_033,862.69,INR,groceries,466370,7398,GB,GB,GB,41072f28-7e81-42d3-b1d1-e69ac13c188b,21,1,1,384,9,68682.1,3,0.03,2026-08-04T21:18:25.975994,0,0,0
txn_00000063,cust_000190,merchant_055,1649.56,INR,fashion,527054,9115,IN,GB,GB,1e685def-bc5f-4d9c-9771-d4fbbe189085,5,0,1,53,18,60041.01,2,0.05,2026-07-20T05:59:25.975994,0,0,0
txn_00000064,cust_002064,merchant_080,22517.96,INR,electronics,455890,9113,IN,IN,IN,c7caa854-d92d-419b-8bb0-14d9c34e4a6c,16,2,1,629,43,64269.92,0,0.3,2026-08-19T16:43:25.975994,0,0,0
txn_00000065,cust_002065,merchant_004,3940.34,INR,digital_goods,550499,5567,IN,IN,IN,00b77b65-8cce-42d4-95e4-4b40c6de3fcf,3,4,1,94,47,53048.27,3,0.21,2026-06-26T03:34:25.975994,0,0,0
txn_00000066,cust_002066,merchant_054,2893.91,INR,fashion,416895,2549,IN,IN,IN,d1d78df8-60bd-45cc-a328-fdbd5d30d31d,11,1,1,280,13,75494.31,0,0.17,2026-09-01T11:09:25.975994,0,0,0
txn_00000067,cust_002067,merchant_038,3303.27,INR,digital_goods,515952,3612,IN,IN,IN,14989472-d2af-4675-9084-1d35cfd27ed0,15,6,1,336,7,772.99,3,0.09,2026-06-07T15:11:25.975994,0,0,0
txn_00000068,cust_002068,merchant_052,2396.39,INR,digital_goods,519447,6505,GB,GB,GB,d4c0f8da-2a00-418b-bd7a-6eea26ae27dd,23,1,1,727,40,41769.4,0,0.2,2026-06-09T23:50:25.975994,0,0,0
txn_00000069,cust_000351,merchant_029,1086.44,INR,groceries,521551,7155,US,US,US,b1fd8434-c9d3-49c3-aef5-99d3f8f13b74,21,4,1,342,49,16813.27,0,0.27,2026-08-21T21:25:25.975994,0,0,0
txn_00000070,cust_002070,merchant_081,1797.08,INR,groceries,440968,1684,IN,IN,IN,ce0a6d8b-f768-430c-a961-d362ab5f1e74,13,6,1,506,29,75444.58,3,0.34,2026-08-23T13:40:25.975994,0,0,0
txn_00000071,cust_001316,merchant_058,4315.29,INR,digital_goods,529786,7205,IN,IN,IN,520be4f2-7c1f-40b3-9ec4-d8a472597b2f,17,2,1,39,3,36873.76,2,0.04,2026-07-15T17:29:25.975994,0,0,0
txn_00000072,cust_001751,merchant_061,14733.7,INR,electronics,570648,9508,IN,IN,IN,946a8263-145e-41d3-b2fb-e9498e1375a2,23,4,1,514,9,95772.24,3,0.05,2026-06-12T23:50:25.975994,0,0,0
txn_00000073,cust_000703,merchant_100,54663.58,INR,jewelry,415130,4059,US,GB,GB,4a4e03d4-9d69-41ab-a57e-cb2c41232256,4,3,1,347,43,59788.59,2,0.03,2026-08-13T04:02:25.975994,0,0,0
txn_00000074,cust_002074,merchant_011,539.71,INR,digital_goods,453694,1335,IN,IN,IN,1907ac8c-8951-4f8d-b1ad-719b94effbc4,18,1,1,318,35,37667.93,2,0.41,2026-07-21T18:33:25.975994,0,0,0
txn_00000075,cust_002075,merchant_018,2262.38,INR,groceries,494675,6937,IN,IN,IN,35015e66-0a7e-4517-8048-43e0c9562603,14,3,1,159,4,29579.21,0,0.25,2026-07-16T14:05:25.975994,0,0,0
txn_00000076,cust_002076,merchant_006,2088.97,INR,digital_goods,591006,2147,IN,IN,IN,f7209a59-ef14-462f-a754-0f0fcee68620,7,2,1,421,23,67636.29,1,0.48,2026-07-01T07:41:25.975994,0,0,0
txn_00000077,cust_002077,merchant_099,1291.7,INR,groceries,479993,3918,IN,IN,IN,10e42721-dd90-47e7-8b19-5948ed8e06ec,15,3,1,289,49,38187.24,3,0.48,2026-08-06T15:15:25.975994,0,0,0
txn_00000078,cust_001640,merchant_021,2093.9,INR,digital_goods,494040,7873,GB,GB,GB,39b6ea90-b541-4cc0-9540-a7fd9b31b2eb,7,6,1,280,28,90530.62,1,0.42,2026-06-21T07:46:25.975994,0,0,0
txn_00000079,cust_002079,merchant_092,555.26,INR,groceries,513495,6797,IN,IN,IN,448ae9d1-6b59-4e5d-803a-1a3a59c2542e,20,1,1,666,21,79138.06,1,0.02,2026-07-07T20:57:25.975994,0,0,0
txn_00000080,cust_000967,merchant_100,1791.96,INR,digital_goods,568799,0086,SG,SG,SG,416aa4f2-badc-4345-bf6a-79635f217217,13,5,1,296,15,30115.12,0,0.12,2026-07-04T13:27:25.975994,0,0,0
txn_00000081,cust_002081,merchant_074,2390.98,INR,digital_goods,588215,8782,IN,IN,IN,60f2b03e-4f59-41a1-a9ab-a0988d6c4a51,7,2,1,427,11,66437.13,0,0.26,2026-07-08T07:01:25.975994,0,0,0
txn_00000082,cust_002082,merchant_094,52343.24,INR,jewelry,461177,7702,IN,IN,IN,c1d79f9c-d27d-4d4f-8407-c04dd3f5b6b4,17,4,1,673,40,10366.39,2,0.07,2026-07-24T17:39:25.975994,0,0,0
txn_00000083,cust_002083,merchant_041,2315.16,INR,fashion,572722,2986,US,US,US,49cd8d68-917a-4f21-a406-91c99983be39,10,1,1,318,32,39822.41,3,0.13,2026-08-04T10:10:25.975994,0,0,0
txn_00000084,cust_002084,merchant_024,10012.19,INR,electronics,495948,5438,IN,IN,IN,cde930d9-8092-48d9-9d1f-cabafcb70470,21,5,1,509,44,49752.34,2,0.4,2026-08-01T21:39:25.975994,0,0,0
txn_00000085,cust_002085,merchant_057,11671.75,INR,electronics,481496,4813,IN,IN,IN,e03e7c19-cc61-4a19-b5dd-20dead416f13,18,6,1,360,28,4235.52,2,0.31,2026-08-30T18:11:25.975994,0,0,0
txn_00000086,cust_002086,merchant_005,3160.87,INR,digital_goods,419835,6655,IN,IN,IN,dd9d6f4c-1e80-400c-b8e9-ca0bd546837b,13,1,1,130,4,23599.54,2,0.18,2026-09-01T13:53:25.975994,0,0,0
txn_00000087,cust_000066,merchant_004,2357.31,INR,digital_goods,558760,7273,US,US,US,f85ef6ff-8fc8-401b-b015-2af49a82f821,20,3,1,191,31,51774.53,0,0.13,2026-08-13T20:17:25.975994,0,0,0
txn_00000088,cust_002088,merchant_041,2301.89,INR,fashion,574382,3279,IN,IN,IN,5a7d0cbb-2875-47c4-a82d-ea7b5af23a6b,14,0,1,684,22,70954.05,2,0.45,2026-08-03T14:49:25.975994,0,0,0
txn_00000089,cust_001457,merchant_071,2585.14,INR,digital_goods,457381,8335,IN,IN,IN,947af294-40d1-413a-b0b9-296728413ae0,23,1,1,133,39,88424.64,0,0.15,2026-07-07T23:53:25.975994,0,0,0
txn_00000090,cust_001472,merchant_100,3149.21,INR,fashion,585353,1208,IN,IN,IN,f3addb79-d98c-46f8-b98a-ba7d7675ac5b,23,1,1,565,40,58778.6,1,0.22,2026-06-16T23:21:25.975994,0,0,0
txn_00000091,cust_000113,merchant_071,2434.61,INR,groceries,531581,2653,IN,IN,IN,26a9c154-8e8d-47f6-b06e-d0f4a4650c67,1,2,1,282,8,62502.24,0,0.25,2026-07-22T01:49:25.975994,0,0,0
txn_00000092,cust_002092,merchant_054,1055.95,INR,groceries,583874,0674,US,US,US,b79b4e22-b655-47c3-8785-f425465e8b21,5,5,1,633,40,3028.59,2,0.32,2026-06-13T05:41:25.975994,0,0,0
txn_00000093,cust_002093,merchant_092,12733.28,INR,electronics,548985,7430,IN,IN,IN,36d94304-7bb3-41b2-80f2-0b124fc49289,22,6,1,327,46,98802.34,2,0.49,2026-08-02T22:22:25.975994,0,0,0
txn_00000094,cust_002094,merchant_032,2465.9,INR,fashion,541685,7642,IN,IN,IN,3ffb6f0b-fada-4784-b1b8-20ed4c231c15,11,3,1,164,20,93375.15,2,0.09,2026-06-25T11:55:25.975994,0,0,0
txn_00000095,cust_002095,merchant_077,12026.57,INR,jewelry,575191,0379,IN,IN,IN,53a0aff5-8c0d-48d9-bc32-ac0ea1846a12,16,1,1,670,43,47058.69,0,0.42,2026-08-04T16:05:25.975994,0,0,0
txn_00000096,cust_002096,merchant_071,1739.37,INR,groceries,557964,0741,IN,IN,IN,dc42df28-8cf3-4dbb-858e-cc046bb5b21b,20,2,1,287,39,68039.86,0,0.06,2026-07-01T20:27:25.975994,0,0,0
txn_00000097,cust_002097,merchant_059,3418.29,INR,fashion,528909,3261,IN,IN,IN,85d7a6ef-c73b-4e20-883e-c9190fa59914,9,4,1,153,38,89313.17,1,0.16,2026-06-12T09:54:25.975994,0,0,0
txn_00000098,cust_002098,merchant_087,15038.4,INR,electronics,587820,5511,IN,IN,IN,66efa200-04bd-4b36-823c-8d8a5d9c3316,7,6,1,113,26,58370.21,0,0.3,2026-08-09T07:28:25.975994,0,0,0
txn_00000099,cust_002099,merchant_090,1778.65,INR,digital_goods,416731,9560,IN,IN,IN,3025072f-be69-4f3b-b771-26be67427b53,21,1,1,113,12,1893.74,2,0.21,2026-08-25T21:01:25.975994,0,0,0
txn_00000100,cust_002100,merchant_069,7391.75,INR,electronics,518163,2262,IN,IN,IN,12ccf9d3-dd9f-4349-8bd4-2db88406290e,0,0,1,351,34,35428.7,2,0.31,2026-08-31T00:25:25.975994,0,0,0
txn_00000101,cust_002101,merchant_036,12154.84,INR,electronics,449008,4735,US,US,US,2d27a541-1d08-4a47-9ddc-a58e872fccd5,19,5,1,295,7,57347.68,3,0.45,2026-08-08T19:22:25.975994,0,0,0
txn_00000102,cust_002102,merchant_069,2527.56,INR,fashion,448070,0689,IN,IN,IN,d8905174-79a1-4997-8e2e-01f4a61ddfec,23,1,1,278,35,69617.13,1,0.05,2026-07-21T23:33:25.975994,0,0,0
txn_00000103,cust_002103,merchant_021,10043.36,INR,electronics,493616,3814,IN,IN,IN,c0211a75-965c-4863-a0ca-b0125c9f5850,12,3,1,417,41,93503.21,3,0.24,2026-08-06T12:35:25.975994,0,0,0
txn_00000104,cust_002104,merchant_051,23063.08,INR,jewelry,421725,9406,IN,IN,IN,8082e414-9765-4fea-9576-e2e118a96e68,14,3,1,508,11,93660.87,2,0.44,2026-06-11T14:18:25.975994,0,0,0
txn_00000105,cust_002105,merchant_043,61193.96,INR,luxury,547298,7444,AE,AE,AE,f8bf47d3-f23b-4ad8-8656-7b679b4f9821,13,6,1,167,46,45891.45,2,0.36,2026-08-09T13:46:25.975994,0,0,0
txn_00000106,cust_002106,merchant_032,7703.73,INR,fashion,433002,6643,US,US,US,58debb4f-c9c5-461c-8008-b98daf99421e,21,3,1,7,16,38357.44,3,0.38,2026-06-18T21:34:25.975994,0,0,0
txn_00000107,cust_000618,merchant_091,54560.59,INR,luxury,595679,5890,IN,IN,IN,70059602-118c-45b8-8d08-0a61fea0129e,23,0,1,319,44,11741.57,2,0.18,2026-06-22T23:11:25.975994,0,0,0
txn_00000108,cust_002108,merchant_097,28435.86,INR,jewelry,589395,6121,IN,IN,IN,5ebdc80a-01ee-4981-935f-9c1be5187728,2,4,1,611,50,8187.03,3,0.26,2026-08-07T02:43:25.975994,0,0,0
txn_00000109,cust_002109,merchant_066,1445.19,INR,groceries,485065,8792,IN,IN,IN,084dbf63-e56d-485e-8564-1628faaabc3b,22,2,1,457,3,45343.23,3,0.23,2026-08-12T22:59:25.975994,0,0,0
txn_00000110,cust_002110,merchant_008,1149.38,INR,fashion,461897,4169,US,US,US,5fa2687c-5f7b-473e-bd37-cd04e734d2de,10,3,1,71,30,3173.49,3,0.09,2026-08-20T10:54:25.975994,0,0,0
txn_00000111,cust_002111,merchant_084,1973.66,INR,digital_goods,559081,6266,IN,IN,IN,64a39d24-7c94-4e01-82e6-befbb1ddaa30,20,5,1,357,7,17847.36,3,0.26,2026-07-25T20:57:25.975994,0,0,0
txn_00000112,cust_002112,merchant_036,15458.6,INR,electronics,453456,4888,IN,IN,IN,30b80613-a67d-4c78-9764-b7b1528f808b,2,5,1,194,46,76548.99,0,0.4,2026-08-01T02:16:25.975994,0,0,0
txn_00000113,cust_002113,merchant_052,5140.17,INR,groceries,441544,3376,IN,IN,IN,731fc675-8360-49e7-898d-589e8d84b51a,4,1,1,450,14,53975.98,0,0.07,2026-08-04T04:35:25.975994,0,0,0
txn_00000114,cust_000479,merchant_039,1362.45,INR,groceries,585690,9796,US,US,US,298e8979-8978-4184-a078-a30ecacf4c28,18,1,1,282,3,55671.81,1,0.31,2026-07-07T18:48:25.975994,0,0,0
txn_00000115,cust_002115,merchant_039,3488.2,INR,fashion,578742,5222,IN,IN,IN,1c9f1dd4-caf1-4ca8-9d67-4e8403530247,21,2,1,725,9,80577.62,0,0.28,2026-07-15T21:03:25.975994,0,0,0
txn_00000116,cust_001141,merchant_087,2948.38,INR,fashion,536651,5411,IN,IN,IN,ea38ce55-1775-47c0-b8d3-f6b55bbfb2b9,11,4,1,620,38,3954.76,0,0.09,2026-07-24T11:26:25.975994,0,0,0
txn_00000117,cust_002117,merchant_032,1114.95,INR,digital_goods,537379,5455,IN,IN,IN,48138cca-0a18-48fa-8bd3-cd725716296b,15,5,1,713,38,70376.86,3,0.46,2026-07-04T15:39:25.975994,0,0,0
